Rank,University,Faculty,Title,Research,Website,Email,Status,is_chinese,send_priority,full_research,publications
15,University of Michigan-Ann Arbor,Maria Comninou,Professor Emerita,"Elasticity, fracture mechanics",,,,,,,
15,University of Michigan-Ann Arbor,Daniel Cooper,Associate Professor,Manufacturing and sustainability,,,,,,,
15,University of Michigan-Ann Arbor,Shanna Daly,Associate Professor,"Design processes, engineering creativity",,,,,,,
15,University of Michigan-Ann Arbor,Sambit Das,Assistant Research Scientist,,,,,,,,
15,University of Michigan-Ann Arbor,Neil Dasgupta,Associate Professor,"Renewable energy, nanomanufacturing",,,,,,,
15,University of Michigan-Ann Arbor,Cheri Deng,Professor,"Biomedical ultrasound, drug delivery",,,,,,,
15,University of Michigan-Ann Arbor,Pingsha Dong,Professor,"Joining plastics to metals, additive manufacturing",,,,,,,
15,University of Michigan-Ann Arbor,David Dowling,Professor,"Underwater acoustics, hydrodynamics",,,,,,,
15,University of Michigan-Ann Arbor,Karthik Duraisamy,Professor,"Computational science, turbulence modeling",,,,,,,
15,University of Michigan-Ann Arbor,Paolo Elvati,Associate Research Scientist,"Nanoparticle formations, molecular dynamics",,,,,,,
15,University of Michigan-Ann Arbor,Bogdan Epureanu,Professor,"Biological systems, aerospace structures",,,,,,,
15,University of Michigan-Ann Arbor,Martin Erinin,Assistant Professor (Joining January 2025),Experimental fluid mechanics,,,,,,,
15,University of Michigan-Ann Arbor,Tulga Ersal,Associate Professor,"Autonomous vehicles, human-autonomy interactions",,,,,,,
15,University of Michigan-Ann Arbor,Jon Estrada,Assistant Professor,Experimental mechanics of soft materials,,,,,,,
15,University of Michigan-Ann Arbor,Yue Fan,Associate Professor,"Microstructural evolution, defects in materials",,,,,,,
15,University of Michigan-Ann Arbor,Nima Fazeli,Professor,"Robotic manipulation, contact dynamics",,,,,,,
15,University of Michigan-Ann Arbor,Evgueni Filipov,Associate Professor,"Deployable structural systems, origami",,,,,,,
15,University of Michigan-Ann Arbor,David Fleming,LEO Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Theodor Freiheit,Research Associate Professor,Manufacturing systems engineering,,,,,,,
15,University of Michigan-Ann Arbor,Nicole Friedberg,LEO Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Jianping Fu,Professor,"Stem cell bioengineering, mechanobiology",,,,,,,
15,University of Michigan-Ann Arbor,Miguel Funes Lora,Research Investigator,"Robotics, manufacturing",,,,,,,
15,University of Michigan-Ann Arbor,Vikram Gavini,Professor,Computational frameworks for materials properties,,,,,,,
15,University of Michigan-Ann Arbor,Yogesh Gianchandani,Professor,,,,,,,,
15,University of Michigan-Ann Arbor,Brent Gillespie,Professor,"Haptic interface, robotics",,,,,,,
15,University of Michigan-Ann Arbor,Steven Goldstein,Professor Emeritus,Dynamics and control systems,,,,,,,
15,University of Michigan-Ann Arbor,Jerard Gordon,Assistant Professor,"Advanced materials, additive manufacturing",,,,,,,
15,University of Michigan-Ann Arbor,Nakhiah Goulbourne,Associate Professor,"Aerospace engineering, mechanical engineering",,,,,,,
15,University of Michigan-Ann Arbor,William Graebel,Professor Emeritus,"Fluid mechanics, computational fluid dynamics",,,,,,,
15,University of Michigan-Ann Arbor,Robert Gregg,Associate Professor,"Wearable robots, bipedal locomotion",,,,,,,
15,University of Michigan-Ann Arbor,Karl Grosh,Professor,"Cochlear mechanics, biomedical applications",,,,,,,
15,University of Michigan-Ann Arbor,Jay Guo,Professor,"Polymer-based sensors, nanophotonics",,,,,,,
15,University of Michigan-Ann Arbor,Robert Hess,Professor Emeritus,"Dynamics, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,John Hoard,Associate Research Scientist Emeritus,,,,,,,,
15,University of Michigan-Ann Arbor,James Holly,Assistant Professor,Anti-Black racism in engineering,,,,,,,
15,University of Michigan-Ann Arbor,Jingwen Hu,Research Professor,"Impact biomechanics, occupant protection",,,,,,,
15,University of Michigan-Ann Arbor,S. Jack Hu,Professor Emeritus,"Manufacturing systems, assembly design",,,,,,,
15,University of Michigan-Ann Arbor,Xun (Ryan) Huan,Associate Professor,"Uncertainty quantification, machine learning",,,,,,,
15,University of Michigan-Ann Arbor,Greg Hulbert,Professor Emeritus,,,,,,,,
15,University of Michigan-Ann Arbor,Hugh Huntley,Associate Professor Emeritus,,,,,,,,
15,University of Michigan-Ann Arbor,Art Hyde,Associate Professor of Engineering Practice,,,,,,,,
15,University of Michigan-Ann Arbor,Uduak Inyang-Udoh,Assistant Professor,"Control theory, advanced manufacturing",,,,,,,
15,University of Michigan-Ann Arbor,Eric Johnsen,Professor,"Fluid mechanics, multiphase flow",,,,,,,
15,University of Michigan-Ann Arbor,Elijah Kannatey-Asibu Jr.,Professor Emeritus,"Manufacturing processes, monitoring",,,,,,,
15,University of Michigan-Ann Arbor,Bikash Kanungo,Assistant Research Scientist,,,,,,,,
15,University of Michigan-Ann Arbor,Massoud Kaviany,Professor,"Energy transport, thermoelectricity",,,,,,,
15,University of Michigan-Ann Arbor,Noboru Kikuchi,Professor Emeritus,"Computational mechanics, optimization",,,,,,,
15,University of Michigan-Ann Arbor,Brian Kish,LEO Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Jeffrey Koller,LEO Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Yoram Koren,Professor Emeritus,Reconfigurable manufacturing systems,,,,,,,
15,University of Michigan-Ann Arbor,Sridhar Kota,Professor Emeritus,Bio-inspired engineering design,,,,,,,
15,University of Michigan-Ann Arbor,Julia Kramer,Assistant Professor,Equitable engineering design,,,,,,,
15,University of Michigan-Ann Arbor,Grant Kruger,Associate Research Scientist,"Biomedical design, digital health",,,,,,,
15,University of Michigan-Ann Arbor,Katsuo Kurabayashi,Professor Emeritus,"Biosensors, optofluidics",,,,,,,
15,University of Michigan-Ann Arbor,David Kwabi,Assistant Professor,"Electrochemistry, energy storage",,,,,,,
15,University of Michigan-Ann Arbor,Edward Lady,Professor Emeritus,"Thermal sciences, power systems",,,,,,,
15,University of Michigan-Ann Arbor,Ronald Larson,Professor,"Complex fluids, polymers",,,,,,,
15,University of Michigan-Ann Arbor,Xiaogan Liang,Professor,"Nanofabrication, microsystem technologies",,,,,,,
15,University of Michigan-Ann Arbor,Allen Liu,Professor,"Mechanobiology, synthetic biology",,,,,,,
15,University of Michigan-Ann Arbor,Henry Liu,Professor,"Transportation engineering, AI",,,,,,,
15,University of Michigan-Ann Arbor,Wei Lu,Professor,"Energy storage, advanced materials",,,,,,,
15,University of Michigan-Ann Arbor,Jon Luntz,Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Zheng-Dong Ma,Research Scientist Emeritus,Computational mechanics,,,,,,,
15,University of Michigan-Ann Arbor,Krishnan Mahesh,Professor,"Turbulent flows, marine propulsors",,,,,,,
15,University of Michigan-Ann Arbor,Edgar Meyhofer,Professor,"Nanotechnology, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,Tian Mi,LEO Lecturer III,,,,,,,,
15,University of Michigan-Ann Arbor,Robert Middleton,Associate Research Scientist,Combustion in automotive engines,,,,,,,
15,University of Michigan-Ann Arbor,Amit Misra,Professor,"Nano mechanics, metallic alloys",,,,,,,
15,University of Michigan-Ann Arbor,Talia Moore,Assistant Professor,"Dynamics of locomotion, bio-inspired design",,,,,,,
15,University of Michigan-Ann Arbor,Sungmin Nam,Assistant Professor,"Mechanobiology, medical devices",,,,,,,
15,University of Michigan-Ann Arbor,Jun Ni,Professor Emeritus,"Intelligent maintenance, manufacturing operations",,,,,,,
15,University of Michigan-Ann Arbor,Lauro Ojeda,Research Scientist,"Inertial sensing, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,Chinedum Okwudire,Professor,"Additive manufacturing, smart systems",,,,,,,
15,University of Michigan-Ann Arbor,Kenn Oldham,Professor,"Micro-mechatronic systems, imaging",,,,,,,
15,University of Michigan-Ann Arbor,Gabor Orosz,Professor,"Nonlinear dynamics, traffic flow",,,,,,,
15,University of Michigan-Ann Arbor,Jwo Pan,Professor Emeritus,"Fracture mechanics, fatigue testing",,,,,,,
15,University of Michigan-Ann Arbor,Panos Papalambros,Professor Emeritus,"Design optimization, automotive systems",,,,,,,
15,University of Michigan-Ann Arbor,Young Geun Park,Associate Research Scientist,"Optofluidics, nanomaterials",,,,,,,
15,University of Michigan-Ann Arbor,Donald Patterson,Professor Emeritus,Internal combustion engines,,,,,,,
15,University of Michigan-Ann Arbor,Noel Perkins,Professor Emeritus,"Dynamics, nonlinear dynamics",,,,,,,
15,University of Michigan-Ann Arbor,Marc Perlin,Professor Emeritus,"Water-wave dynamics, coastal engineering",,,,,,,
15,University of Michigan-Ann Arbor,Kevin Pipe,Professor,"Microscale heat transfer, thermoelectric systems",,,,,,,
15,University of Michigan-Ann Arbor,Bogdan Popa,Associate Professor,"Engineered materials, biomedical applications",,,,,,,
15,University of Michigan-Ann Arbor,Venkat Raman,Professor,"Turbulent reacting flows, combustion devices",,,,,,,
15,University of Michigan-Ann Arbor,Pramod Sangi Reddy,Professor,"Nanoscale charge transport, thermoelectric devices",,,,,,,
15,University of Michigan-Ann Arbor,Elliott Rouse,Associate Professor,"Exoskeletons, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,Kazu Saitou,Professor,"Computational design, structural optimization",,,,,,,
15,University of Michigan-Ann Arbor,Anchal Sareen,Assistant Professor,"Renewable energy, marine propulsion",,,,,,,
15,University of Michigan-Ann Arbor,Ulrich Scheven,Associate Research Scientist,Nuclear magnetic resonance techniques,,,,,,,
15,University of Michigan-Ann Arbor,Bill Schultz,Professor Emeritus,"Rheometry, peristalsis",,,,,,,
15,University of Michigan-Ann Arbor,Chenhui Shao,Associate Professor,"Smart manufacturing, machine learning",,,,,,,
15,University of Michigan-Ann Arbor,Chengzhi Shi,Associate Professor,"Acoustics, biomedical ultrasound",,,,,,,
15,University of Michigan-Ann Arbor,Albert Shih,Professor,"Biomedical device design, manufacturing",,,,,,,
15,University of Michigan-Ann Arbor,Alex Shorter,Associate Professor,"Human assist devices, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,Volker Sick,Professor,"CO2-utilization technologies, optical diagnostics",,,,,,,
15,University of Michigan-Ann Arbor,Jason Siegel,Research Associate Professor,"Battery modeling, control systems",,,,,,,
15,University of Michigan-Ann Arbor,Kathleen Sienko,Professor,"Rehabilitation engineering, biomechanics",,,,,,,
15,University of Michigan-Ann Arbor,Steve Skerlos,Professor,"Sustainable technology systems, pollution prevention",,,,,,,
15,University of Michigan-Ann Arbor,Siddhartha Srivastava,Assistant Research Scientist,,,,,,,,
15,University of Michigan-Ann Arbor,Anna Stefanopoulou,Professor,"Control of combustion engines, fuel cells",,,,,,,
15,University of Michigan-Ann Arbor,Jeffrey Stein,Professor Emeritus,"Systems and control, modeling",,,,,,,
15,University of Michigan-Ann Arbor,Jing Sun,Professor,"Control systems, transportation systems",,,,,,,
15,University of Michigan-Ann Arbor,Sita Syal,Assistant Professor,"Energy justice, sustainable systems",,,,,,,
15,University of Michigan-Ann Arbor,Wenda Tan,Associate Professor,Advanced manufacturing processes,,,,,,,
15,University of Michigan-Ann Arbor,Jing Tang,Assistant Professor,"Carbon capture, electrochemistry",,,,,,,
15,University of Michigan-Ann Arbor,Alan Taub,Professor,"Processing, microstructure and properties",,,,,,,
15,University of Michigan-Ann Arbor,Karen A. Thole,Dean of Engineering,"Heat transfer, gas turbine systems",,,,,,,
15,University of Michigan-Ann Arbor,Michael Thouless,Professor,"Micromechanics, fracture mechanics",,,,,,,
15,University of Michigan-Ann Arbor,Dawn Tilbury,Professor,"Control theory, manufacturing systems",,,,,,,
15,University of Michigan-Ann Arbor,Serife Tol,Associate Professor,"Smart materials, energy harvesting",,,,,,,
15,University of Michigan-Ann Arbor,Aaron Towne,Assistant Professor,"Fluid mechanics, flow control",,,,,,,
15,University of Michigan-Ann Arbor,Nicolas Triantafyllidis,Professor Emeritus,"Nonlinear dynamics, aerospace engineering",,,,,,,
15,University of Michigan-Ann Arbor,Galip Ulsoy,Professor Emeritus,"Dynamic systems, manufacturing automation",,,,,,,
15,University of Michigan-Ann Arbor,Michael Umbriac,LEO Lecturer IV,,,,,,,,
15,University of Michigan-Ann Arbor,Ramanarayan Vasudevan,Associate Professor,"Robotic systems, optimization",,,,,,,
15,University of Michigan-Ann Arbor,Christopher Vermillion,Associate Professor,"Renewable energy systems, optimization",,,,,,,
15,University of Michigan-Ann Arbor,Hugo Gonzalez Villasanti,Assistant Professor,Control theory in social systems,,,,,,,
15,University of Michigan-Ann Arbor,Angela Violi,Professor,"Multiscale simulations, nanoparticle interactions",,,,,,,
15,University of Michigan-Ann Arbor,Venkat Viswanathan,Associate Professor,"Electric vehicles, batteries",,,,,,,
15,University of Michigan-Ann Arbor,Anthony Waas,Professor,"Aerospace engineering, lightweight structures",,,,,,,
15,University of Michigan-Ann Arbor,Kon-Well Wang,Professor,"Structural dynamics, intelligent systems",,,,,,,
15,University of Michigan-Ann Arbor,Thomas Wang,Professor,"Biomedical instrument design, micro-optics",,,,,,,
15,University of Michigan-Ann Arbor,Alan Wineman,Professor Emeritus,"Mechanics of continua, polymers",,,,,,,
15,University of Michigan-Ann Arbor,Margaret Wooldridge,Professor,"Sustainable energy, combustion",,,,,,,
15,University of Michigan-Ann Arbor,Hongyi Xiao,Assistant Professor,"Granular materials, soft robotics",,,,,,,
15,University of Michigan-Ann Arbor,Wei-Hsuin Yang,Professor Emeritus,"Solid mechanics, numerical analysis",,,,,,,
15,University of Michigan-Ann Arbor,Euisik Yoon,Professor,"Neurotechnology, biomedical engineering",,,,,,,
15,University of Michigan-Ann Arbor,John Young,Associate Professor Emeritus,"Thermodynamics, experiential learning",,,,,,,
15,University of Michigan-Ann Arbor,Lei Zuo,Professor,"Naval architecture, marine engineering",,,,,,,
16,Purdue University,Babak Anasori,Reilly Rising Star Associate Professor of Materials and Mechanical Engineering,,,,,,,,
16,Purdue University,Arezoo Ardekani,"Associate Head for Faculty Affairs, and Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,Anil K. Bajaj,Alpha P. Jamison Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Shubhra Bansal,Associate Professor of Mechanical Engineering and Materials Engineering,,,,,,,,
16,Purdue University,Riley Barta,Assistant Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Edward Berger,"Associate Professor of Engineering Education, Associate Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,James E. Braun,"Herrick Professor of Engineering, and Director of the Center for High Performance Buildings",,,,,,,,
16,Purdue University,Jie Cai,Associate Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Mukerrem Cakmak,Reilly Professor of Materials Engineering and Mechanical Engineering,,,,,,,,
16,Purdue University,David Cappelleri,Professor of Mechanical Engineering; Assistant Vice President for Research Innovation,,,,,,,,
16,Purdue University,Jun Chen,"Associate Head for Facilities and Operations, and Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,George T. C. Chiu,"Assistant Dean for Global Engineering Programs, Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,Rebecca Ciez,"Assistant Professor of Mechanical Engineering, and Environmental and Ecological Engineering",,,,,,,,
16,Purdue University,Sadegh Dabiri,"Associate Professor of Agricultural and Biological Engineering, and Mechanical Engineering",,,,,,,,
16,Purdue University,Xinyan Deng,Associate Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Xiaoping Du,Professor of Mechanical Engineering (Indianapolis),,,,,,,,
16,Purdue University,Shirley J Dyke,Donald A. and Patricia A. Coates Professor of Innovation in Mechanical Engineering,,,,,,,,
16,Purdue University,Jay P. Gore,Reilly Professor in Combustion Engineering,,,,,,,,
16,Purdue University,Eckhard A. Groll,"William E. and Florence E. Perry Head of Mechanical Engineering, and Reilly Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,Yan Gu,Associate Professor Of Mechanical Engineering,,,,,,,,
16,Purdue University,E. Daniel Hirleman,"Professor of Mechanical Engineering, Executive Director for International Advancement",,,,,,,,
16,Purdue University,Neera Jain,Associate Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,James D. Jones,Associate Professor of Mechanical Engineering and Assistant Head for ME Programs at Purdue Indianapolis,,,,,,,,
16,Purdue University,Nicole Key,"Associate Head for Graduate Studies, Professor of Mechanical Engineering, and Professor of Aeronautics & Astronautics (by Courtesy)",,,,,,,,
16,Purdue University,Marisol Koslowski,"Associate Dean for Global Engineering Programs and Partnerships, and Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,Chi Hwan Lee,Professor of Biomedical Engineering and Mechanical Engineering,,,,,,,,
16,Purdue University,Junfei Li,Assistant Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Tian Li,Assistant Professor Of Mechanical Engineering,,,,,,,,
16,Purdue University,Heather Liddell,Assistant Professor of Mechanical Engineering and Environmental & Ecological Engineering,,,,,,,,
16,Purdue University,Guang Lin,"Professor of Mathematics, and Mechanical Engineering",,,,,,,,
16,Purdue University,Yangfan Liu,Assistant Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Robert P. Lucht,"Ralph & Bettye Bailey Distinguished Professor of Mechanical Engineering, and Director of Maurice J. Zucrow Laboratories",,,,,,,,
16,Purdue University,Ajay Malshe,"R. Eugene and Susie E. Goodson Distinguished Professor of Mechanical Engineering, and Agricultural and Biological Engineering (by courtesy)",,,,,,,,
16,Purdue University,Terrence R. Meyer,Professor of Mechanical Engineering; Professor of Aeronautics and Astronautics (by Courtesy),,,,,,,,
16,Purdue University,Issam Mudawar,Betty Ruth & Milton B. Hollander Family Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Jitesh H. Panchal,Professor of Mechanical Engineering and Associate Head of Undergraduate Programs,,,,,,,,
16,Purdue University,Guillermo Paniagua,"Professor of Mechanical Engineering, and Professor of Aeronautics & Astronautics (by Courtesy)",,,,,,,,
16,Purdue University,Davin Piercey,Assistant Professor of Materials Engineering and Mechanical Engineering,,,,,,,,
16,Purdue University,Arvind Raman,"John A. Edwardson Dean of the College of Engineering, Robert V. Adams Professor in Mechanical Engineering, Professor of Materials Engineering (by Courtesy)",,,,,,,,
16,Purdue University,Karthik Ramani,"Donald W. Feddersen Distinguished Professor of Mechanical Engineering; Professor of Electrical and Computer Engineering, Professor of Educational Studies, College of Education (by courtesy)",,,,,,,,
16,Purdue University,Cagri A. Savran,"Professor of Mechanical Engineering, by courtesy in Biomedical Engineering and Electrical and Computer Engineering",,,,,,,,
16,Purdue University,Carlo Scalo,"Associate Professor of Mechanical Engineering, and Associate Professor of Aeronautics and Astronautics (by Courtesy)",,,,,,,,
16,Purdue University,Lizhi Shang,"Assistant Professor of Agricultural and Biological Engineering, and Mechanical Engineering",,,,,,,,
16,Purdue University,Yung C. Shin,Donald A. and Nancy G. Roach Distinguished Professor of Advanced Manufacturing,,,,,,,,
16,Purdue University,Steven F. Son,Alfred J. McAllister Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Luz Sotelo,Assistant Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Andrea Vacca,"Maha Fluid Power Faculty Chair, Professor of Mechanical Engineering, joint with Agricultural and Biological Engineering",,,,,,,,
16,Purdue University,Pavlos Vlachos,St. Vincent Health Professor of Healthcare Engineering; Director of the Regenstrief Center for Healthcare Engineering,,,,,,,,
16,Purdue University,Carl Wassgren,"Professor of Mechanical Engineering, and Professor of Industrial and Physical Pharmacy (by Courtesy)",,,,,,,,
16,Purdue University,Tiwei Wei,Assistant Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Xianfan Xu,"James J. and Carol L. Shuttleworth Professor of Mechanical Engineering, and Professor of Electrical and Computer Engineering (by Courtesy)",,,,,,,,
16,Purdue University,Bin Yao,Professor of Mechanical Engineering,,,,,,,,
16,Purdue University,Song Zhang,"Assistant Head for Experiential Learning, and Professor of Mechanical Engineering",,,,,,,,
16,Purdue University,Fu Zhao,Professor of Mechanical Engineering and EEE,,,,,,,,
16,Purdue University,Davide Ziviani,"Associate Professor of Mechanical Engineering, Associate Director of the Center for High Performance Buildings",,,,,,,,
16,Purdue University,Ali Razban,Adjunct Associate Professor of Mechanical Engineering (Indianapolis),,,,,,,,
16,Purdue University,Beth Hess,Associate Professor of Engineering Practice and Assistant Head of Undergraduate Student Well-Being,,,,,,,,
16,Purdue University,Beth M. Holloway,"Senior Assistant Dean for Student Access and Success; Leah H. Jamieson Director of the Women In Engineering Program, College of Engineering; Professor of Engineering Practice",,,,,,,,
16,Purdue University,Greg Jensen,Professor of Engineering Practice and Director of Senior Design,,,,,,,,
16,Purdue University,Euiwon Bae,Senior Research Scientist/Senior Lecturer,,,,,,,,
16,Purdue University,Todd Nelson,"Continuing Lecturer, Managing Director of Purdue Motorsports",,,,,,,,
16,Purdue University,Sohel Anwar,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Sally Bane,Associate Professor Of Aeronautics and Astronautics; Associate Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Darcy M Bullock,Lyles Family Professor of Civil Engineering and Director of the Joint Transportation Research Program (courtesy appointments in Mechanical Engineering and Electrical and Computer Engineering),,,,,,,,
16,Purdue University,Deva Chan,Assistant Professor In Biomedical Engineering (courtesy in Mechanical Engineering),,,,,,,,
16,Purdue University,Jie Chen,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Carlos Corvalan,Associate Professor Of Food Science; Associate Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Hamid Dalir,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Jennifer Deboer,Assistant Professor of Engineering Education; Assistant Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Hazim El Mounayri,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,John Evans,Assistant Professor Of Agricultural And Biological Engineering; Assistant Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Craig Goergen,Leslie A. Geddes Professor Of Biomedical Engineering; Professor of Mechanical Engineering (by courtesy),,,,,,,,
16,Purdue University,Ahmed Hassanein,Paul L. Wattelet Distinguished Professor of Nuclear Engineering; Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,W. Travis Horton,Associate Professor of Civil Engineering; Associate Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Joseph Jewell,Associate Professor Of Aeronautics And Astronautics (courtesy in Mechanical Engineering),,,,,,,,
16,Purdue University,Alan Jones,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Karen Marais,"Associate Professor of Aeronautics and Astronautics, and Associate Head for Undergraduate Education; Associate Professor of Mechanical Engineering (by Courtesy)",,,,,,,,
16,Purdue University,Razi Nalim,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Mohammed Noor-A-Alam,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Nesrin Ozalp,"Professor of Mechanical Engineering; Department Chair of Mechanical and Civil Engineering, Purdue Northwest",,,,,,,,
16,Purdue University,Timothee Pourpoint,Professor of Aeronautics and Astronautics; Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Li Qiao,Professor of Aeronautics and Astronautics; Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Mo Rastgaar,Associate Professor Of Engineering Technology (courtesy in Mechanical Engineering),,,,,,,,
16,Purdue University,Vitaliy Rayz,Assistant Professor of Biomedical Engineering; Assistant Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Shirley Rietdyk,Professor of Health and Kinesiology; Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Hosop Shin,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Carson Slabaugh,Assistant Professor of Aeronautics and Astronautics; Assistant Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Hong Tan,Professor of Electrical and Computer Engineering; Professor of Mechanical Engineering (by Courtesy),,,,,,,,
16,Purdue University,Andres Tovar,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Diane Wagner,"Associate Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Xiaoliang Wei,"Assistant Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
16,Purdue University,Jian Xie,"Professor of Mechanical Engineering (Purdue University in Indianapolis, by courtesy)",,,,,,,,
