Rank,University,Faculty,Title,Research,Website,Email,Status,is_chinese,send_priority,full_research,publications
15,University of Michigan-Ann Arbor,Jon Estrada,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Yue Fan,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Nima Fazeli,"Professor, Mechanical Engineering; Professor, Robotics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Evgueni Filipov,"Associate Professor, Mechanical Engineering; Associate Professor, Civil and Environmental Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,David Fleming,"LEO Lecturer III, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Theodor Freiheit,"Research Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Nicole Friedberg,"LEO Lecturer III, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jianping Fu,"Professor, Mechanical Engineering; Professor, Biomedical Engineering; Professor, Cell and Developmental Biology  ",,,,,,,,
15,University of Michigan-Ann Arbor,Miguel Funes Lora,"Research Investigator, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Vikram Gavini,"Professor, Mechanical Engineering; Professor, Materials Science and Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Yogesh Gianchandani,"Professor, Mechanical Engineering; Professor, Electrical Engineering and Computer Science  ",,,,,,,,
15,University of Michigan-Ann Arbor,Brent Gillespie,"Professor, Mechanical Engineering; Professor, Robotics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Steven Goldstein,"Professor Emeritus, Mechanical Engineering; Professor Emeritus, Biomedical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jerard Gordon,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Nakhiah Goulbourne,"Associate Professor, Mechanical Engineering; Associate Professor, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,William Graebel,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Robert Gregg,"Associate Professor, Mechanical Engineering; Associate Professor, Robotics; Associate Professor, Electrical and Computer Engineering; Associate Director for Graduate Education, Michigan Robotics; Director, Locomotor Control Systems Laboratory  ",,,,,,,,
15,University of Michigan-Ann Arbor,Karl Grosh,"Professor, Mechanical Engineering; ME Diversity, Equity & Inclusion (DEI) Lead; Professor, Biomedical Engineering Department  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jay Guo,"Professor, Mechanical Engineering; Professor, Electrical Engineering and Computer Science; Professor, Macromolecular Science and Engineering; Professor, Applied Physics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Robert Hess,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,John Hoard,"Associate Research Scientist Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,James Holly,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jingwen Hu,"Research Professor, Mechanical Engineering; Research Professor, UMTRI  ",,,,,,,,
15,University of Michigan-Ann Arbor,S. Jack Hu,"Professor Emeritus, Mechanical Engineering; Professor Emeritus, Industrial and Operations Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Xun (Ryan) Huan,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Greg Hulbert,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Hugh Huntley,"Associate Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Art Hyde,"Associate Professor of Engineering Practice, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Uduak Inyang-Udoh,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Eric Johnsen,"Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Elijah Kannatey-Asibu Jr.,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Bikash Kanungo,"Assistant Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Massoud Kaviany,"Professor, Mechanical Engineering; Professor, Applied Physics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Noboru Kikuchi,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Brian Kish,"LEO Lecturer III, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jeffrey Koller,"LEO Lecturer III, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Yoram Koren,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Sridhar Kota,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Julia Kramer,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Grant Kruger,"Associate Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Katsuo Kurabayashi,"Professor Emeritus, Mechanical Engineering; Professor Emeritus, Electrical Engineering and Computer Science  ",,,,,,,,
15,University of Michigan-Ann Arbor,David Kwabi,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Edward Lady,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Ronald Larson,"Professor, Mechanical Engineering; Professor, Chemical Engineering; Professor, Macromolecular Science & Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Xiaogan Liang,"Professor, Mechanical Engineering; Associate Chair for Undergraduate Education, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Allen Liu,"Professor, Mechanical Engineering; Professor, Biomedical Engineering; Professor, Biophysics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Henry Liu,"Professor, Mechanical Engineering; Professor, Civil & Environmental Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Wei Lu,"Professor, Mechanical Engineering; ME Associate Chair for Facilities and Planning  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jon Luntz,"Lecturer III, Mechanical Engineering; Associate Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Zheng-Dong Ma,"Research Scientist Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Krishnan Mahesh,"Professor, Mechanical Engineering; Richard B. Couch Professor of Naval Architecture and Marine Engineering; Director Center for Naval Research and Education  ",,,,,,,,
15,University of Michigan-Ann Arbor,Edgar Meyhofer,"Professor, Mechanical Engineering; Professor, Biomedical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Tian Mi,"LEO Lecturer III, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Robert Middleton,"Associate Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Vikram Gavini,"Professor, Mechanical Engineering; Professor, Materials Science and Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Amit Misra,"Professor, Mechanical Engineering; Professor, Materials Science & Engineering; Department Chair, Materials Science & Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Talia Moore,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Sungmin Nam,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jun Ni,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Lauro Ojeda,"Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Chinedum Okwudire,"Professor, Mechanical Engineering; Professor, Integrative Systems and Design; Miller Faculty Scholar  ",,,,,,,,
15,University of Michigan-Ann Arbor,Kenn Oldham,"Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Gabor Orosz,"Professor, Mechanical Engineering; Professor, Civil and Environmental Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jwo Pan,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Panos Papalambros,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Young Geun Park,"Associate Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Donald Patterson,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Noel Perkins,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Marc Perlin,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Kevin Pipe,"Professor, Mechanical Engineering; Professor, Applied Physics Program; Professor, Electrical Engineering and Computer Science Department  ",,,,,,,,
15,University of Michigan-Ann Arbor,Bogdan Popa,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Venkat Raman,"Professor, Mechanical Engineering; Professor, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Pramod Sangi Reddy,"Professor, Mechanical Engineering; Professor, Materials Science and Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Elliott Rouse,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Kazu Saitou,"Professor, Mechanical Engineering; Associate Chair for Graduate Education, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Anchal Sareen,"Assistant Professor, Mechanical Engineering; Assistant Professor, Naval Architecture & Marine Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Ulrich Scheven,"Associate Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Bill Schultz,"Professor Emeritus, Mechanical Engineering; Professor Emeritus, Naval Architecture and Marine Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Chenhui Shao,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Chengzhi Shi,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Albert Shih,"Professor, Mechanical Engineering; Professor, Biomedical Engineering; Faculty Member, Institute of Gerontology  ",,,,,,,,
15,University of Michigan-Ann Arbor,Alex Shorter,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Volker Sick,"Professor, Mechanical Engineering; Arthur F. Thurnau Professor, Mechanical Engineering; DTE Energy Professor of Advanced Energy Research  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jason Siegel,"Research Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Kathleen Sienko,"Professor, Mechanical Engineering; Arthur F. Thurnau Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Steve Skerlos,"Professor, Mechanical Engineering; Professor, Civil and Environmental Engineering; Arthur F. Thurnau Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Siddhartha Srivastava,"Assistant Research Scientist, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Anna Stefanopoulou,"Professor, Mechanical Engineering; William Clay Ford Professor of Technology  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jeffrey Stein,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jing Sun,"Professor, Mechanical Engineering; Michael G. Parsons Collegiate Professor of Naval Architecture and Marine Engineering; Chair, Naval Architecture and Marine Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Sita Syal,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Wenda Tan,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Jing Tang,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Alan Taub,"Professor, Mechanical Engineering; Professor, Materials Science and Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Karen A. Thole,"Robert J Vlasic Dean of Engineering; Professor, Mechanical Engineering; Professor, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Michael Thouless,"Professor, Mechanical Engineering; Professor, Materials Science and Engineering; Arthur F. Thurnau Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Dawn Tilbury,"Professor, Mechanical Engineering; Professor, Robotics; Professor, Electrical Engineering & Computer Science  ",,,,,,,,
15,University of Michigan-Ann Arbor,Serife Tol,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Aaron Towne,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Nicolas Triantafyllidis,"Professor Emeritus, Mechanical Engineering; Professor Emeritus, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Galip Ulsoy,"Professor Emeritus, Mechanical Engineering; C.D. Mote Jr. Distinguished University Professor Emeritus, Mechanical Engineering; William Clay Ford Professor Emeritus of Manufacturing  ",,,,,,,,
15,University of Michigan-Ann Arbor,Michael Umbriac,"LEO Lecturer IV, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Ramanarayan Vasudevan,"Associate Professor, Mechanical Engineering; Associate Professor, Robotics  ",,,,,,,,
15,University of Michigan-Ann Arbor,Christopher Vermillion,"Associate Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Hugo Gonzalez Villasanti,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Angela Violi,"Professor, Mechanical Engineering; Professor, Chemical Engineering; Professor, Biomedical Engineering; Professor, Macromolecular Science and Engineering; Professor, Applied Physics; Professor, Biophysics; Associate Chair for Research  ",,,,,,,,
15,University of Michigan-Ann Arbor,Venkat Viswanathan,"Associate Professor, Mechanical Engineering; Associate Professor, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Anthony Waas,"Professor, Mechanical Engineering; Felix Pawlowski Collegiate Professor, Aerospace Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Kon-Well Wang,"Professor, Mechanical Engineering; A. Galip Ulsoy Distinguished University Professor of Engineering; Stephen P. Timoshenko Collegiate Professor of Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Thomas Wang,"Professor, Mechanical Engineering; Professor, Internal Medicine; Professor, Biomedical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Alan Wineman,"Professor Emeritus, Mechanical Engineering; Arthur F. Thurnau Professor Emeritus  ",,,,,,,,
15,University of Michigan-Ann Arbor,Margaret Wooldridge,"Professor, Mechanical Engineering; Arthur F. Thurnau Professor, Mechanical Engineering; Walter J. Weber, Jr. Professor of Sustainable Energy, Environmental and Earth Systems Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Hongyi Xiao,"Assistant Professor, Mechanical Engineering  ",,,,,,,,
15,University of Michigan-Ann Arbor,Wei-Hsuin Yang,"Professor Emeritus, Mechanical Engineering  ",,,,,,,,
16,Purdue University,Babak Anasori,Reilly Rising Star Associate Professor of Materials and Mechanical Engineering  ,,,,,,,,
16,Purdue University,Arezoo Ardekani,"Associate Head for Faculty Affairs, and Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,Anil K. Bajaj,Alpha P. Jamison Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Shubhra Bansal,Associate Professor of Mechanical Engineering and Materials Engineering  ,,,,,,,,
16,Purdue University,Riley Barta,Assistant Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Edward Berger,"Associate Professor of Engineering Education, Associate Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,James E. Braun,"Herrick Professor of Engineering, and Director of the Center for High Performance Buildings  ",,,,,,,,
16,Purdue University,Jie Cai,Associate Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Mukerrem Cakmak,Reilly Professor of Materials Engineering and Mechanical Engineering  ,,,,,,,,
16,Purdue University,David Cappelleri,Professor of Mechanical Engineering; Assistant Vice President for Research Innovation  ,,,,,,,,
16,Purdue University,Jun Chen,"Associate Head for Facilities and Operations, and Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,George T. C. Chiu,"Assistant Dean for Global Engineering Programs, Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,Rebecca Ciez,"Assistant Professor of Mechanical Engineering, and Environmental and Ecological Engineering  ",,,,,,,,
16,Purdue University,Sadegh Dabiri,"Associate Professor of Agricultural and Biological Engineering, and Mechanical Engineering  ",,,,,,,,
16,Purdue University,Xinyan Deng,Associate Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Xiaoping Du,Professor of Mechanical Engineering (Indianapolis)  ,,,,,,,,
16,Purdue University,Shirley J Dyke,Donald A. and Patricia A. Coates Professor of Innovation in Mechanical Engineering  ,,,,,,,,
16,Purdue University,Jay P. Gore,Reilly Professor in Combustion Engineering (courtesy appointments in Aeronautics & Astronautics and Chemical Engineering)  ,,,,,,,,
16,Purdue University,Eckhard A. Groll,"William E. and Florence E. Perry Head of Mechanical Engineering, and Reilly Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,Yan Gu,Associate Professor Of Mechanical Engineering  ,,,,,,,,
16,Purdue University,E. Daniel Hirleman,"Professor of Mechanical Engineering, Executive Director for International Advancement  ",,,,,,,,
16,Purdue University,Neera Jain,Associate Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,James D. Jones,Associate Professor of Mechanical Engineering and Assistant Head for ME Programs at Purdue Indianapolis  ,,,,,,,,
16,Purdue University,Nicole Key,"Associate Head for Graduate Studies, Professor of Mechanical Engineering, and Professor of Aeronautics & Astronautics (by Courtesy)  ",,,,,,,,
16,Purdue University,Marisol Koslowski,"Associate Dean for Global Engineering Programs and Partnerships, and Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,Chi Hwan Lee,Professor of Biomedical Engineering and Mechanical Engineering  ,,,,,,,,
16,Purdue University,Junfei Li,Assistant Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Tian Li,Assistant Professor Of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Heather Liddell,Assistant Professor of Mechanical Engineering and Environmental & Ecological Engineering  ,,,,,,,,
16,Purdue University,Guang Lin,"Professor of Mathematics, and Mechanical Engineering  ",,,,,,,,
16,Purdue University,Yangfan Liu,Assistant Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Robert P. Lucht,"Ralph & Bettye Bailey Distinguished Professor of Mechanical Engineering, and Director of Maurice J. Zucrow Laboratories  ",,,,,,,,
16,Purdue University,Ajay Malshe,"R. Eugene and Susie E. Goodson Distinguished Professor of Mechanical Engineering, and Agricultural and Biological Engineering (by courtesy)  ",,,,,,,,
16,Purdue University,Terrence R. Meyer,Professor of Mechanical Engineering; Professor of Aeronautics and Astronautics (by Courtesy)  ,,,,,,,,
16,Purdue University,Issam Mudawar,Betty Ruth & Milton B. Hollander Family Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Jitesh H. Panchal,Professor of Mechanical Engineering and Associate Head of Undergraduate Programs  ,,,,,,,,
16,Purdue University,Guillermo Paniagua,"Professor of Mechanical Engineering, and Professor of Aeronautics & Astronautics (by Courtesy)  ",,,,,,,,
16,Purdue University,Davin Piercey,Assistant Professor of Materials Engineering and Mechanical Engineering  ,,,,,,,,
16,Purdue University,Arvind Raman,"John A. Edwardson Dean of the College of Engineering, Robert V. Adams Professor in Mechanical Engineering, Professor of Materials Engineering (by Courtesy)  ",,,,,,,,
16,Purdue University,Karthik Ramani,"Donald W. Feddersen Distinguished Professor of Mechanical Engineering; Professor of Electrical and Computer Engineering, Professor of Educational Studies, College of Education (by courtesy)  ",,,,,,,,
16,Purdue University,Cagri A. Savran,"Professor of Mechanical Engineering, by courtesy in Biomedical Engineering and Electrical and Computer Engineering  ",,,,,,,,
16,Purdue University,Carlo Scalo,"Associate Professor of Mechanical Engineering, and Associate Professor of Aeronautics and Astronautics (by Courtesy)  ",,,,,,,,
16,Purdue University,Lizhi Shang,"Assistant Professor of Agricultural and Biological Engineering, and Mechanical Engineering  ",,,,,,,,
16,Purdue University,Yung C. Shin,Donald A. and Nancy G. Roach Distinguished Professor of Advanced Manufacturing  ,,,,,,,,
16,Purdue University,Steven F. Son,Alfred J. McAllister Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Luz Sotelo,Assistant Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Andrea Vacca,"Maha Fluid Power Faculty Chair, Professor of Mechanical Engineering, joint with Agricultural and Biological Engineering  ",,,,,,,,
16,Purdue University,Pavlos Vlachos,St. Vincent Health Professor of Healthcare Engineering; Director of the Regenstrief Center for Healthcare Engineering  ,,,,,,,,
16,Purdue University,Carl Wassgren,"Professor of Mechanical Engineering, and Professor of Industrial and Physical Pharmacy (by Courtesy)  ",,,,,,,,
16,Purdue University,Tiwei Wei,Assistant Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Xianfan Xu,"James J. and Carol L. Shuttleworth Professor of Mechanical Engineering, and Professor of Electrical and Computer Engineering (by Courtesy)  ",,,,,,,,
16,Purdue University,Bin Yao,Professor of Mechanical Engineering  ,,,,,,,,
16,Purdue University,Song Zhang,"Assistant Head for Experiential Learning, and Professor of Mechanical Engineering  ",,,,,,,,
16,Purdue University,Fu Zhao,Professor of Mechanical Engineering and EEE  ,,,,,,,,
16,Purdue University,Davide Ziviani,"Associate Professor of Mechanical Engineering, Associate Director of the Center for High Performance Buildings  ",,,,,,,,
16,Purdue University,Beth Hess,Associate Professor of Engineering Practice and Assistant Head of Undergraduate Student Well-Being  ,,,,,,,,
16,Purdue University,Beth M. Holloway,"Senior Assistant Dean for Student Access and Success; Leah H. Jamieson Director of the Women In Engineering Program, College of Engineering; Professor of Engineering Practice  ",,,,,,,,
16,Purdue University,Greg Jensen,Professor of Engineering Practice and Director of Senior Design  ,,,,,,,,
